City,Latitude,Longitude,Store Name,Store Type,Foot Traffic,Avg Spending Capacity,Competition Density,Population Density,Avg Income,Rating,Rent Cost
mumbai,19.113482526127324,72.76256412831614,HomeComforts-62,Grocery,521,3031,6,27633,95351,3.6,195556
mumbai,19.1400241910607,72.83335982606994,StyleHub-90,Supermarket,281,1747,3,27010,91577,4.7,442698
ahmedabad,23.1042680833021,72.55938039140851,Foodies-27,Clothing,575,2860,13,25660,91135,4.9,470579
indore,23.073596396009755,78.08015067265352,Foodies-55,Electronics,694,2497,2,2997,63997,2.5,421832
patna,22.74161645777909,77.2307924797705,GoldNest-93,Pharmacy,754,476,47,14416,38890,2.9,456308
chandigarh,22.47685575998321,77.66837165761592,StyleHub-70,Supermarket,853,4692,20,25619,42500,3.9,52896
chandigarh,22.47823885551565,77.66730668698432,FreshMart-10,Restaurant,1129,4776,23,8792,71109,2.5,481870
lucknow,26.976872166990702,80.90141917962237,FreshMart-44,Electronics,1800,3913,26,21807,77828,3.2,374436
chennai,13.087111337347574,80.25309176584803,HomeComforts-91,Pharmacy,1635,1609,43,7601,14611,4.5,28444
ahmedabad,23.177947896519207,72.50948152752578,TechZone-78,Supermarket,1119,1203,22,17884,47403,4.6,333055
indore,23.074643252882872,78.0797249610617,Foodies-92,Electronics,1514,4551,10,13436,69360,4.0,416871
chennai,13.035007788035339,80.20221216137726,MediCare-43,Clothing,1970,2045,18,10447,16766,4.6,25966
patna,22.741105531178007,77.23047115706068,GoldNest-69,Supermarket,781,2545,15,28603,75693,3.5,63403
chennai,12.871315236297601,80.28957924564384,HomeComforts-66,Pharmacy,1825,3395,20,28910,60745,4.0,426109
bhopal,22.3746083710212,77.68076040948168,MediCare-52,Furniture,1428,2040,26,5565,24753,4.2,36871
chennai,13.163035592446656,80.18276033436254,MegaMart-85,Clothing,1822,500,34,9239,61129,4.0,103063
hyderabad,17.4609298275463,78.41002408507448,HomeComforts-40,Restaurant,1648,2743,40,27903,96241,4.8,303434
bangalore,13.097288724355199,77.639154740917,StyleHub-63,Clothing,1049,3771,9,4195,84160,2.6,472503
lucknow,26.914473832938107,80.91565544294065,Foodies-29,Pharmacy,1395,814,43,21049,20691,3.1,228184
chennai,12.919264746249636,80.16195772599578,StyleHub-6,Furniture,1183,1669,29,25639,97102,4.1,460122
chennai,13.006383220262958,80.23548353284369,HomeComforts-32,Jewelry,1248,3114,34,6522,37998,4.6,482739
bhopal,22.374779890624342,77.68159026145506,MediCare-43,Grocery,483,4956,43,25126,11372,3.2,110713
chandigarh,22.478246382317717,77.66873839677702,StyleHub-91,Grocery,1136,4709,5,1662,7738,4.2,75000
kolkata,22.523442226118217,88.39563284100942,TechZone-59,Grocery,937,1232,31,22319,14800,3.2,304774
delhi,28.582224935671405,77.23697642251312,MegaMart-17,Jewelry,782,484,35,14180,77099,4.4,257748
indore,23.074271049902727,78.08098148096151,FreshMart-56,Furniture,1321,3023,1,4199,32391,4.6,204436
surat,22.64814747225117,77.56094147099888,MediCare-96,Restaurant,1635,428,17,17679,25865,4.7,208727
indore,23.07402521509024,78.07957846382395,FreshMart-38,Supermarket,1963,4702,4,25413,52962,2.8,55077
bhopal,22.375096516861067,77.68045675367784,HomeComforts-77,Electronics,1561,1788,47,19687,22794,4.9,207151
delhi,28.68814024102377,77.07404237189269,HomeComforts-19,Electronics,1247,144,26,12142,85380,2.9,175615
bhopal,22.375192253507624,77.6814885781722,TechZone-9,Restaurant,1652,2057,4,11104,59534,3.2,239366
hyderabad,17.281061875925083,78.43129861117339,GoldNest-87,Electronics,1911,2414,12,7929,96976,2.8,288472
chennai,13.011251344779115,80.15588267718421,FreshMart-34,Jewelry,492,272,19,24960,71175,4.4,55422
indore,23.07391058217169,78.079898066712,FreshMart-38,Jewelry,1191,3059,44,16624,32603,2.8,469648
bhopal,22.37523551512001,77.68091415373998,TechZone-64,Clothing,1373,1822,8,28273,64995,4.2,49816
ahmedabad,23.026758949070118,72.69849537422304,HomeComforts-72,Grocery,1520,1363,25,6667,7692,3.6,216921
lucknow,26.82395022473149,80.96659321219137,Foodies-31,Jewelry,1829,3857,33,18590,35005,4.1,499639
ahmedabad,23.099348609327034,72.63220762686171,TechZone-34,Grocery,121,4054,3,3623,43984,3.4,256140
kolkata,22.69102279900793,88.38424471178806,StyleHub-25,Pharmacy,1550,3478,4,29506,52194,3.6,236136
kolkata,22.73724436022686,88.30458009902675,Foodies-77,Furniture,1744,3659,9,24774,55064,3.6,339493
ahmedabad,23.091136404123326,72.52951753001254,Foodies-71,Jewelry,1655,617,43,13351,48752,4.2,30906
indore,23.074647438837896,78.07971261867712,FreshMart-21,Clothing,390,800,15,22635,34862,3.9,493619
pune,18.40715759878368,73.83251887154444,Foodies-9,Restaurant,1779,1278,44,19255,62204,3.2,362315
kolkata,22.719519913955423,88.31364784766184,MediCare-78,Clothing,218,4707,8,10225,11500,4.2,205382
chandigarh,22.47772535727991,77.66886488231486,MegaMart-59,Jewelry,219,825,6,24078,89064,4.8,187306
patna,22.740716536374865,77.23205735759662,HomeComforts-59,Grocery,1800,477,43,24208,6849,4.6,460938
indore,23.07358576909955,78.08100106484787,FreshMart-93,Electronics,358,4953,18,15972,83192,3.6,98035
hyderabad,17.460105774646248,78.39028016277037,MediCare-64,Clothing,873,2681,36,28485,39634,4.7,197315
pune,18.630983286119644,73.81858089699075,MediCare-39,Pharmacy,292,4896,47,18950,64872,3.3,406831
bangalore,13.117082840246194,77.56751816565239,StyleHub-95,Pharmacy,456,2829,4,12882,66729,3.6,152359
pune,18.551515366077265,73.98024520261237,StyleHub-45,Jewelry,1753,721,44,12666,25850,3.7,152783
indore,23.07397577407872,78.08058331557724,MegaMart-82,Restaurant,1795,3405,4,21913,25976,2.8,352408
bangalore,13.031129551043799,77.56153910730913,HomeComforts-97,Supermarket,955,2962,13,14663,65753,5.0,143632
kolkata,22.574877870790612,88.34853860744262,MegaMart-97,Furniture,1621,1799,9,21475,34712,4.2,57208
lucknow,26.890279053913176,81.03239749708854,StyleHub-66,Restaurant,1905,2570,8,4865,89295,3.3,400602
chennai,13.075921356108747,80.23851460101184,MegaMart-53,Grocery,1192,4293,39,21309,57633,4.4,22204
hyderabad,17.52727979401643,78.45695229543888,Foodies-77,Electronics,129,3871,6,16619,68337,3.5,205588
bhopal,22.375210158122066,77.68038991617745,GoldNest-93,Grocery,1355,661,2,26127,6804,3.0,140664
jaipur,26.976117647801896,75.96506677030128,HomeComforts-69,Supermarket,560,4788,15,26139,73439,3.0,426059
chandigarh,22.47727554840137,77.6677192503734,FreshMart-13,Clothing,1615,2556,31,16423,31104,3.2,65238
mumbai,19.155933469499235,72.92073931615239,HomeComforts-11,Pharmacy,1987,4439,40,10452,42829,3.0,179666
chandigarh,22.47781726357057,77.6682203447491,HomeComforts-93,Supermarket,1142,2093,48,25639,12424,4.4,446163
jaipur,26.842023478671678,75.97071186383938,FreshMart-58,Pharmacy,1425,1824,5,17502,12028,3.9,21225
mumbai,19.25708345798061,72.90497702933693,TechZone-38,Jewelry,454,1448,40,12664,44837,2.9,346774
indore,23.07323657687516,78.08066749691496,HomeComforts-55,Jewelry,561,2748,47,13972,87949,2.7,357246
lucknow,26.764939242280064,81.04434703493986,MediCare-84,Supermarket,1701,305,33,13801,86090,2.8,211959
kolkata,22.672829243231497,88.3498634709888,MediCare-95,Pharmacy,1005,855,27,10497,97218,3.2,165785
ahmedabad,23.1816842595985,72.6723494389158,FreshMart-51,Restaurant,1177,1973,44,25357,77848,2.8,475882
patna,22.741189196869712,77.23071330913376,GoldNest-5,Restaurant,1323,437,17,18639,63279,4.8,201837
surat,22.649810798895665,77.56117703116061,GoldNest-52,Furniture,1457,2325,6,11414,90998,4.8,41210
kolkata,22.456122388223957,88.46006347165047,TechZone-92,Jewelry,1249,1927,11,14425,5560,2.7,271265
kolkata,22.458314820195028,88.32007858141995,StyleHub-36,Electronics,1783,4876,17,23325,85582,4.5,449537
chennai,13.038614675953122,80.26160214592608,MegaMart-55,Supermarket,83,3234,16,4240,78736,3.6,39117
surat,22.64932618580421,77.56100921037459,MegaMart-89,Furniture,405,776,1,28323,87117,4.3,24748
delhi,28.42721858655124,76.94493762368259,HomeComforts-45,Clothing,325,777,39,20460,88477,4.2,113008
patna,22.74097773301244,77.23105663333645,StyleHub-68,Jewelry,1217,1564,1,23017,18874,4.9,498754
kolkata,22.700002603560865,88.44874180035153,Foodies-31,Electronics,1021,1805,28,5737,48368,3.2,370793
chandigarh,22.47777528854006,77.66894706131194,FreshMart-69,Furniture,1582,4182,34,10146,56613,2.7,297747
chandigarh,22.47690587417825,77.66747508610788,StyleHub-94,Clothing,421,288,25,12205,74896,2.9,195505
lucknow,26.798419043331492,80.96352374816843,GoldNest-68,Jewelry,1965,1825,24,8921,73977,3.0,410253
indore,23.074467080829987,78.08100953798068,StyleHub-92,Furniture,1815,4896,45,15554,43171,3.4,253516
ahmedabad,23.05572272487266,72.50733599320954,TechZone-60,Jewelry,1018,228,3,27977,79655,4.5,154956
ahmedabad,23.01400137690592,72.64134898418122,HomeComforts-3,Jewelry,141,2975,5,29999,11725,3.8,16665
patna,22.741306560653044,77.23032498473356,Foodies-19,Jewelry,1782,1232,37,13757,97908,2.8,213599
chennai,13.010192866543425,80.19910299785671,Foodies-5,Electronics,1992,4351,3,11272,75621,4.6,11955
indore,23.07306610987394,78.08050395659126,HomeComforts-81,Clothing,888,1171,15,4435,11878,3.3,104376
ahmedabad,23.120969659843894,72.69012685135694,MegaMart-18,Grocery,1295,2951,6,11082,35266,3.2,374549
ahmedabad,23.067287497245406,72.63794207141133,GoldNest-87,Jewelry,1753,820,11,6213,89982,3.0,160646
ahmedabad,23.126650828684816,72.5092186416005,StyleHub-64,Supermarket,540,4135,10,23021,76937,3.5,388068
chandigarh,22.476877607704733,77.66796855776977,MediCare-45,Supermarket,648,4122,27,27637,18846,4.4,36744
bhopal,22.374757142455607,77.68054272399424,FreshMart-22,Jewelry,1911,3685,24,18331,42257,2.7,256533
mumbai,19.221109265769876,72.84900876933835,GoldNest-88,Jewelry,657,4261,25,2690,35133,3.8,467316
bangalore,13.025237443980012,77.46188426225011,MegaMart-1,Pharmacy,237,436,16,26534,7989,3.8,51460
pune,18.564785978482874,73.7028234355718,Foodies-95,Supermarket,56,2410,18,13561,97872,2.9,246244
bangalore,13.022951116431335,77.534558811567,MegaMart-58,Restaurant,1593,466,39,24456,29040,4.9,188904
hyderabad,17.44610205004045,78.556872625445,Foodies-57,Pharmacy,416,427,13,3044,10889,4.8,323946
bangalore,12.944611195373701,77.74426223583454,GoldNest-97,Clothing,1030,4298,21,20413,93819,2.9,182142
hyderabad,17.522446614938,78.38511773859742,StyleHub-80,Restaurant,155,1910,44,6535,50906,3.9,256860
patna,22.742150947286333,77.23008589124598,StyleHub-31,Restaurant,1010,2251,7,23229,93788,2.9,106973
mumbai,19.18282287693278,72.86378165896991,FreshMart-76,Restaurant,1857,4524,11,19020,13608,3.5,176735
delhi,28.637743266939992,77.1076506326724,MegaMart-97,Clothing,360,2201,50,5820,36433,3.8,496790
kolkata,22.502530986409596,88.36144398851324,HomeComforts-40,Grocery,1117,4819,20,17581,77135,4.4,238592
chennai,13.138615462844633,80.27626675826134,HomeComforts-45,Grocery,245,3655,43,19108,27416,3.0,107061
mumbai,19.299871914147932,72.87498794995518,MegaMart-35,Clothing,1930,3791,1,7767,11286,4.5,314193
chennai,12.87288486680434,80.21203250678299,Foodies-57,Grocery,1080,2862,35,23726,26269,3.6,264214
jaipur,27.01898795144045,75.9897837894647,MediCare-11,Furniture,209,4041,9,2802,98352,2.6,117173
surat,22.6481313831114,77.55979203680573,TechZone-67,Furniture,1277,474,44,17774,78239,3.2,41593
bangalore,12.921277524886404,77.72969709107498,TechZone-33,Electronics,1212,3604,13,26093,60406,2.6,320624
patna,22.740390716670024,77.23159707802975,MediCare-77,Clothing,702,4308,15,6143,32118,3.5,270000
kolkata,22.670471464132365,88.36714028389177,TechZone-61,Clothing,107,3896,11,7398,67986,4.1,264065
surat,22.64866174014712,77.56004545456463,HomeComforts-25,Electronics,607,4786,48,24351,42834,3.4,74575
chandigarh,22.476723860808782,77.66769125651457,MegaMart-40,Supermarket,1280,3689,44,18086,85199,3.4,37286
lucknow,26.996642554672704,81.01868402806444,StyleHub-29,Clothing,157,2206,15,5140,34083,4.2,89894
delhi,28.640495051242414,76.85743085462386,StyleHub-12,Grocery,1855,245,5,23637,42498,3.7,61579
lucknow,26.998833047031507,80.84801886651596,Foodies-25,Electronics,1968,2713,14,7868,77534,2.9,376856
indore,23.07459518866331,78.07954832907429,FreshMart-22,Pharmacy,676,3330,46,19153,49572,4.4,176545
delhi,28.584800130979417,76.90173042316718,MegaMart-65,Supermarket,966,435,30,12062,22317,4.6,392821
delhi,28.464975603784424,76.93378898430328,TechZone-83,Grocery,1551,4853,38,27849,16192,3.0,112271
patna,22.74174911508029,77.23020068576892,MegaMart-76,Electronics,932,4270,49,29208,35472,4.9,195012
hyderabad,17.424363895799292,78.63274751330522,GoldNest-93,Furniture,1914,546,31,14688,36224,3.7,232461
pune,18.46115826567132,73.84112596741765,FreshMart-38,Clothing,1945,4657,2,21058,39495,4.5,333337
kolkata,22.678530969377043,88.48726053105631,MegaMart-54,Electronics,468,2334,36,9834,61166,4.1,391222
patna,22.741705388836085,77.2305133310149,HomeComforts-94,Supermarket,1820,3255,35,1163,51259,4.3,227654
chennai,13.182786879367988,80.19887035374268,FreshMart-35,Clothing,1860,3008,31,11655,72292,3.2,480183
patna,22.741646120554595,77.23015252419395,StyleHub-12,Jewelry,352,2434,6,22882,5076,3.3,381021
patna,22.740962787845127,77.2314629935925,FreshMart-41,Electronics,1314,4616,14,21240,84453,4.2,347608
bangalore,12.919502490250027,77.65802382006636,FreshMart-21,Clothing,727,241,15,8118,37990,3.9,41997
ahmedabad,23.074207027847983,72.62394222959934,FreshMart-85,Restaurant,301,1238,33,6561,78960,4.7,315114
jaipur,27.036128305415563,75.78232716860701,GoldNest-67,Grocery,806,2587,49,12708,55375,3.2,481403
indore,23.0734450905276,78.0809237773856,MediCare-86,Jewelry,605,2382,19,25762,88788,3.3,333272
delhi,28.505179898360613,77.0806562883842,StyleHub-47,Supermarket,1373,3708,26,16152,15941,3.9,429192
ahmedabad,23.096960599117505,72.52340626374175,StyleHub-63,Restaurant,185,2127,46,5706,93906,4.5,177004
bhopal,22.37508839305176,77.68115622191783,MediCare-68,Furniture,1473,1048,12,7125,97575,4.7,77066
delhi,28.816379303933815,77.20933918353103,HomeComforts-10,Grocery,267,1896,9,26178,85115,4.2,403615
ahmedabad,23.062982704079484,72.65438807562059,HomeComforts-56,Pharmacy,849,4808,43,16412,62218,3.9,397573
kolkata,22.695557946621925,88.43868595354307,Foodies-23,Clothing,567,3940,15,18478,96369,4.8,176910
pune,18.558139180023485,73.84291325714838,MegaMart-76,Grocery,1133,1317,31,9840,7939,3.6,148741
lucknow,26.885416088997353,80.95285270691862,MediCare-28,Grocery,1273,1855,13,12791,54830,4.6,364755
chandigarh,22.477767646347303,77.66798928438746,Foodies-54,Jewelry,1645,4355,1,12570,46507,2.8,235966
chennai,12.991385075475955,80.2542859752318,Foodies-48,Furniture,847,4306,46,29685,73091,3.3,451616
patna,22.74158489014574,77.23107113710996,HomeComforts-64,Jewelry,611,2959,37,29354,61278,2.7,253707
mumbai,19.12106197346361,72.77884942375427,TechZone-2,Electronics,948,3867,16,22030,87173,4.6,492992
ahmedabad,23.042704102630445,72.67485511153691,StyleHub-5,Supermarket,329,3359,15,12488,15060,3.9,385657
surat,22.64840042211589,77.56069236290833,Foodies-57,Jewelry,1748,2998,44,4395,52396,4.1,74811
bangalore,12.892822113947613,77.58890328780276,HomeComforts-33,Grocery,439,2087,13,26545,78591,3.3,120473
patna,22.740479608697218,77.23188911721692,Foodies-82,Pharmacy,1963,277,22,20180,65647,4.4,265198
delhi,28.864846305913066,77.14836748369024,TechZone-31,Electronics,1869,4769,35,12161,34816,3.8,483442
delhi,28.53722696307793,77.23402404983186,HomeComforts-89,Restaurant,1020,1528,10,10755,65064,3.0,241252
jaipur,26.974079386476543,75.7599469941755,StyleHub-36,Restaurant,1615,4526,46,28186,7216,3.5,325555
pune,18.678524141330517,73.78530593116163,MegaMart-30,Pharmacy,805,4733,1,27472,10083,2.7,229932
chandigarh,22.47814833250077,77.66790421793851,GoldNest-58,Restaurant,1966,4982,12,20451,98014,4.8,308714
hyderabad,17.21386810619891,78.60997710696965,Foodies-27,Pharmacy,1207,1369,23,24010,54994,3.5,224058
jaipur,26.88430788862597,75.98724144128464,MediCare-12,Grocery,992,4939,32,24988,79595,3.4,103146
ahmedabad,23.144424743158286,72.55147379416235,FreshMart-63,Pharmacy,644,1189,34,5573,62113,4.5,296465
surat,22.648667935208135,77.5607837289893,TechZone-59,Supermarket,691,1669,15,21519,19318,3.1,51993
delhi,28.49556698397107,77.15741071048639,GoldNest-9,Clothing,288,3429,15,21722,17174,4.8,173224
chennai,12.919792970947855,80.25482629860333,Foodies-45,Clothing,107,1061,49,2791,26058,2.7,304791
pune,18.599767654450165,73.77860646752147,StyleHub-61,Electronics,287,2894,36,11680,98985,4.2,137354
bangalore,13.009893624651033,77.58818800929848,Foodies-76,Jewelry,733,2031,10,6848,48976,4.7,70426
patna,22.741600924754295,77.23173489443214,TechZone-66,Clothing,215,4149,22,8201,97530,3.2,494944
lucknow,26.84201845621057,80.99816112812002,HomeComforts-5,Supermarket,1020,3401,45,5285,18972,3.4,24741
pune,18.628729336448536,73.97644741229747,StyleHub-14,Jewelry,1321,2062,43,27151,11917,4.9,481238
delhi,28.878497402479645,77.18353919833804,TechZone-23,Restaurant,1508,2108,13,28659,30506,4.9,458180
kolkata,22.746487651601353,88.37146417644954,TechZone-96,Supermarket,150,1220,19,1350,94811,3.5,313010
hyderabad,17.550934285499153,78.33195288009449,HomeComforts-47,Furniture,899,311,17,5448,21392,3.5,148207
bhopal,22.37449403383117,77.68078815024992,MegaMart-90,Furniture,668,670,6,23976,35298,4.4,322583
pune,18.62884727002338,73.90405861485996,MediCare-2,Supermarket,1778,4474,4,28536,87650,3.5,440437
indore,23.07338572475998,78.08012619909854,StyleHub-72,Furniture,1582,2787,3,16971,58577,3.2,299123
indore,23.07459709240676,78.08137376405918,GoldNest-92,Electronics,1090,143,44,28861,40018,4.6,320913
lucknow,26.786171819299604,80.83814828087206,MediCare-56,Jewelry,451,3113,2,28258,52689,4.7,18448
lucknow,26.823405062052558,80.89006655007668,FreshMart-82,Grocery,68,2839,21,29436,80901,3.5,134344
bangalore,13.032054145199673,77.58270832517276,MegaMart-31,Restaurant,1316,4272,43,18797,89940,3.6,446589
lucknow,26.89033245478656,80.84274389003234,StyleHub-9,Jewelry,1631,204,22,18919,15935,3.1,213457
bhopal,22.374863954057727,77.68101590786098,GoldNest-61,Electronics,1463,3937,27,27126,68420,2.7,371497
indore,23.07412626003269,78.08044129734151,MegaMart-33,Furniture,187,4729,3,16103,5964,3.7,228722
delhi,28.487182818062223,76.92626725003586,GoldNest-37,Grocery,1654,205,16,29172,9229,4.2,161748
chandigarh,22.478161899183974,77.66711851698484,StyleHub-36,Supermarket,1971,1827,2,24969,84009,4.1,485790
lucknow,26.956318696104674,81.06276563105736,MediCare-95,Supermarket,491,2021,27,4511,22466,4.1,447197
chennai,13.179551568444579,80.29538823186539,GoldNest-10,Pharmacy,1613,4554,3,14397,66566,4.3,402507
surat,22.648187700412628,77.560092305406,HomeComforts-73,Supermarket,103,4353,19,2326,7306,2.5,426915
jaipur,27.046983396053175,75.99837305770804,GoldNest-49,Jewelry,1871,1348,41,1447,94078,3.9,279404
bhopal,22.374365179951575,77.68106365854649,TechZone-74,Restaurant,1272,2471,29,25725,59166,4.1,459068
bangalore,12.919024743535392,77.56279224174094,GoldNest-34,Furniture,55,3066,47,28040,57825,4.9,312210
ahmedabad,23.165252878139476,72.62705201806487,FreshMart-79,Jewelry,1524,4007,7,15006,40849,4.6,164385
ahmedabad,23.118290785544804,72.62938824627676,StyleHub-42,Furniture,206,2411,49,22792,35547,4.4,60643
kolkata,22.462852964895863,88.49571421592681,FreshMart-56,Pharmacy,1312,3756,43,10307,45199,2.8,373222
lucknow,26.846250872229664,81.03249901509994,Foodies-65,Supermarket,1067,3047,35,7360,48532,3.6,63993
chennai,13.139949507491556,80.29206952247412,Foodies-83,Jewelry,1105,2401,47,23282,67006,3.3,79098
patna,22.741999959723536,77.23012637364954,StyleHub-92,Restaurant,1863,518,49,17351,6717,3.6,66197
chandigarh,22.477575074443177,77.66893693173151,StyleHub-4,Pharmacy,1968,1174,36,20053,59357,4.8,345917
kolkata,22.69637669225863,88.33910719176437,FreshMart-47,Electronics,500,4702,10,16294,13820,4.5,479412
delhi,28.77290897841162,77.22360664295509,TechZone-99,Electronics,1963,4173,16,26239,56229,4.4,116813
bhopal,22.37500047583713,77.68067023986873,HomeComforts-18,Restaurant,930,1329,1,2483,64247,4.6,331972
ahmedabad,23.169639229176397,72.6291729381078,GoldNest-46,Restaurant,1997,4711,45,19499,72429,2.9,484390
indore,23.07354867157818,78.08088956141168,HomeComforts-66,Furniture,359,2461,25,12111,7812,4.9,23977
jaipur,26.777383127448307,75.96993698416956,FreshMart-8,Restaurant,558,3818,47,21307,78530,3.7,378157
bangalore,13.027842126326195,77.65880694086816,FreshMart-21,Supermarket,1896,1740,8,1832,49575,3.0,262730
chandigarh,22.476847416296412,77.66788443127817,HomeComforts-34,Furniture,1007,4405,35,6775,95961,4.8,195704
bhopal,22.375231553772448,77.68075942200073,MediCare-83,Restaurant,788,4536,41,28090,99274,2.7,490372
indore,23.07435257166911,78.08127592069783,MediCare-69,Clothing,1955,1869,39,12896,52323,2.8,53785
surat,22.649308921065536,77.56040245850235,HomeComforts-77,Grocery,267,612,23,16586,39363,4.2,396215
chandigarh,22.47770533581357,77.66746188352472,MediCare-88,Supermarket,1095,3542,26,11122,58145,4.8,144400
surat,22.649413791123028,77.55990923389218,GoldNest-79,Jewelry,239,831,11,20299,66692,4.4,168315
chennai,12.96897762081198,80.16846612676339,HomeComforts-26,Electronics,712,1291,6,11433,15637,3.8,107870
lucknow,26.75299201326411,81.04896859700018,HomeComforts-51,Jewelry,1830,3085,23,8662,89605,2.5,467242
delhi,28.800082298114244,76.88490194517605,GoldNest-37,Grocery,433,663,25,2823,16412,2.7,357351
bangalore,13.124878113156255,77.7039545890431,Foodies-19,Jewelry,389,4033,9,10038,42814,3.5,13664
jaipur,26.892146112498438,75.84949408645649,GoldNest-99,Jewelry,1738,650,14,23959,57521,2.9,486013
ahmedabad,23.01825655108395,72.51296611600416,TechZone-98,Furniture,1463,2380,39,19815,34700,3.8,332741
patna,22.128295747810924,78.35771836770175,MediCare-39,Jewelry,1002,3175,3,15962,7978,2.5,375488
lucknow,26.887409236635904,80.89266063174348,FreshMart-89,Restaurant,716,4231,13,17583,31345,3.5,148035
mumbai,19.13190678122128,72.83631869704344,FreshMart-10,Clothing,75,3449,7,5982,26273,3.5,172871
lucknow,26.937747097299848,80.87973553584739,StyleHub-2,Furniture,1925,3615,25,28093,52676,3.3,179634
mumbai,19.19362754058349,72.83833005074088,StyleHub-60,Clothing,239,1394,20,20533,94943,4.2,16450
hyderabad,17.272336294289044,78.42855385525755,StyleHub-55,Clothing,1385,1733,46,2049,91827,2.5,167435
chandigarh,21.86471403572664,78.79508075296226,Foodies-91,Furniture,540,1940,8,12808,48309,3.5,467578
chandigarh,21.86361730361949,78.79482513758332,StyleHub-13,Restaurant,477,1379,35,1396,36987,3.8,284715
bangalore,12.873125233179165,77.68739233963154,MegaMart-54,Pharmacy,360,2282,2,27510,82455,3.7,58152
delhi,28.818895812850673,77.11471107604488,MediCare-9,Supermarket,149,2835,36,24055,5737,4.5,112659
pune,18.653972931488575,73.99986687862629,FreshMart-35,Grocery,785,2442,14,2626,99979,4.5,286121
mumbai,19.100273234065856,72.90752430402702,HomeComforts-100,Pharmacy,926,3062,25,21305,9927,4.0,124330
chandigarh,21.86524032947337,78.794772513918,TechZone-27,Clothing,1997,1349,7,12490,30786,4.0,379538
jaipur,26.850883278368734,75.77113906566967,MegaMart-66,Clothing,1341,2847,41,22064,35134,3.3,478193
kolkata,22.495464064557552,88.46318791582685,StyleHub-9,Furniture,1324,3576,32,1432,26089,4.7,427296
patna,22.12858389586456,78.3563535474306,FreshMart-64,Supermarket,1058,3723,45,24761,18653,2.6,255325
ahmedabad,23.1777115220574,72.5201006447332,StyleHub-70,Jewelry,1417,750,23,7080,82663,2.9,175745
kolkata,22.62152295259834,88.36806600147332,HomeComforts-10,Grocery,196,3108,13,25980,98409,4.9,117329
mumbai,19.042964176095694,72.90710148400773,FreshMart-57,Furniture,483,4378,36,18210,84986,3.2,441947
lucknow,26.997908182243282,80.89601859936839,MediCare-42,Pharmacy,1507,4377,34,23015,93665,3.6,454029
indore,22.460875178544228,79.2057248655317,Foodies-72,Clothing,775,245,49,7954,9774,2.9,214378
mumbai,18.958507559902795,72.82505117814412,HomeComforts-8,Grocery,243,2741,29,20543,92319,2.6,191470
lucknow,26.81851888426637,80.9386420853492,Foodies-24,Jewelry,319,3522,11,13255,71803,3.5,397709
surat,22.03613501794265,78.68647295050322,MediCare-77,Electronics,1045,2840,14,21511,21673,3.2,106844
surat,22.035245322374983,78.68728081044114,FreshMart-77,Furniture,945,1350,4,16836,72706,3.6,405175
hyderabad,17.443773680226727,78.26271451428205,Foodies-13,Clothing,1517,4140,21,23308,23645,3.0,440015
delhi,28.579422886633594,76.9732154749935,GoldNest-16,Clothing,1748,421,24,25282,46294,3.9,267810
bangalore,12.860208723614237,77.54499717501686,StyleHub-51,Grocery,481,4193,38,23816,76755,2.8,68272
bhopal,21.76157993719562,78.80715933997388,Foodies-12,Pharmacy,1307,2815,43,19735,70927,3.3,324066
bangalore,12.967102753114968,77.50854066782837,MediCare-94,Supermarket,1954,2161,1,14364,79179,4.3,111486
mumbai,19.25519856384487,72.87965484052857,FreshMart-26,Electronics,819,3142,19,28019,42565,4.4,27010
chennai,12.893405900375129,80.20733951014022,MediCare-71,Jewelry,188,4716,37,9786,46902,3.5,70500
lucknow,26.75440915101165,80.95186992891732,MediCare-63,Clothing,845,2029,6,24007,94046,3.3,212572
indore,22.4611976705259,79.20641623385119,GoldNest-57,Supermarket,167,4088,46,28755,26052,4.1,239629
hyderabad,17.339109085025605,78.54333691999545,StyleHub-14,Furniture,1899,3883,3,17250,55773,2.8,145899
jaipur,26.871617096347872,75.93191519111724,StyleHub-89,Clothing,1502,2406,35,19167,94387,3.4,462097
hyderabad,17.26147594565899,78.30062034985431,MediCare-32,Clothing,496,797,15,5855,64084,3.2,104186
ahmedabad,23.056587284374675,72.5006329803002,MediCare-7,Restaurant,489,962,10,7141,80851,2.7,122953
chennai,13.083415674425236,80.26566525321473,StyleHub-30,Pharmacy,153,4149,48,29530,33585,4.8,335017
bhopal,21.762316492375437,78.80775044408318,FreshMart-31,Clothing,329,4944,41,13897,20767,4.1,170144
mumbai,18.98685300769989,72.88796991243196,MediCare-89,Supermarket,360,2627,2,14459,87290,2.9,160835
kolkata,22.51722819542432,88.36059381521837,StyleHub-83,Furniture,1376,1869,23,20326,67154,4.8,435213
hyderabad,17.358454156821182,78.44284237591752,StyleHub-95,Grocery,629,1170,41,10360,73445,5.0,433254
hyderabad,17.350988591600387,78.60229075131014,GoldNest-69,Furniture,176,2153,45,16339,49730,2.7,274234
pune,18.662438524302583,73.78641378961954,GoldNest-15,Electronics,1247,4122,2,2399,97020,4.0,442854
chandigarh,21.865375195554705,78.794524407092,MediCare-26,Furniture,276,1636,19,11694,80547,3.9,33600
pune,18.49083365650245,73.78104792124732,MediCare-97,Grocery,1488,1557,7,19797,16837,3.9,472089
